timestamp,close
2025/3/3,7.285
2025/3/4,7.2661
2025/3/5,7.2516
2025/3/6,7.2478
2025/3/7,7.2349
2025/3/10,7.26
2025/3/11,7.2289
2025/3/12,7.2377
2025/3/13,7.2444
2025/3/14,7.2387
2025/3/17,7.2337
2025/3/18,7.2284
2025/3/19,7.2308
2025/3/20,7.2484
2025/3/21,7.2493
2025/3/24,7.2539
2025/3/25,7.2579
2025/3/26,7.2682
2025/3/27,7.2654
2025/3/28,7.2634
2025/3/31,7.2572
2025/4/1,7.2702
2025/4/2,7.2681
2025/4/3,7.2821
2025/4/4,7.2821
2025/4/7,7.3087
2025/4/8,7.3389
2025/4/9,7.35
2025/4/10,7.3145
2025/4/11,7.2921
2025/4/14,7.3127
2025/4/15,7.3158
2025/4/16,7.3063
2025/4/17,7.3
2025/4/18,7.3003
2025/4/21,7.2924
2025/4/22,7.3123
2025/4/23,7.287
2025/4/24,7.2884
2025/4/25,7.2877
2025/4/28,7.2947
2025/4/29,7.2695
2025/4/30,7.2714
2025/5/1,7.2714
2025/5/2,7.2714
2025/5/5,7.2714
2025/5/6,7.2171
2025/5/7,7.2253
2025/5/8,7.2348
2025/5/9,7.237
2025/5/12,7.2029
2025/5/13,7.2064
2025/5/14,7.2085
2025/5/15,7.2073
2025/5/16,7.2095
2025/5/19,7.2149
2025/5/20,7.2195
2025/5/21,7.2025
2025/5/22,7.2043
2025/5/23,7.1806
2025/5/26,7.1869
2025/5/27,7.1956
2025/5/28,7.1948
2025/5/29,7.1859
2025/5/30,7.1998
