timestamp,close
2025/3/3,1.77
2025/3/4,1.75
2025/3/5,1.75
2025/3/6,1.76
2025/3/7,1.75
2025/3/10,1.83
2025/3/11,1.9
2025/3/12,1.91
2025/3/13,1.91
2025/3/14,1.89
2025/3/17,1.87
2025/3/18,1.93
2025/3/19,1.94
2025/3/20,1.92
2025/3/21,1.9
2025/3/24,1.89
2025/3/25,1.89
2025/3/26,1.87
2025/3/27,1.87
2025/3/28,1.87
2025/3/31,1.87
2025/4/1,1.87
2025/4/2,1.85
2025/4/3,1.79
2025/4/7,1.67
2025/4/8,1.66
2025/4/9,1.65
2025/4/10,1.64
2025/4/11,1.65
2025/4/14,1.65
2025/4/15,1.65
2025/4/16,1.64
2025/4/17,1.64
2025/4/18,1.65
2025/4/21,1.66
2025/4/22,1.65
2025/4/23,1.66
2025/4/24,1.66
2025/4/25,1.66
2025/4/27,1.66
2025/4/28,1.65
2025/4/29,1.63
2025/4/30,1.62
2025/5/6,1.63
2025/5/7,1.64
2025/5/8,1.63
2025/5/9,1.63
2025/5/12,1.65
2025/5/13,1.66
2025/5/14,1.67
2025/5/15,1.67
2025/5/16,1.66
2025/5/19,1.67
2025/5/20,1.67
2025/5/21,1.66
2025/5/22,1.69
2025/5/23,1.67
2025/5/26,1.69
2025/5/27,1.67
2025/5/28,1.71
2025/5/29,1.71
2025/5/30,1.7
