timestamp,close
2025/3/3,4.5595
2025/3/4,4.5255
2025/3/5,4.672
2025/3/6,4.6725
2025/3/7,4.6475
2025/3/10,4.645
2025/3/11,4.6805
2025/3/12,4.7245
2025/3/13,4.682
2025/3/14,4.67
2025/3/17,4.642
2025/3/18,4.648
2025/3/19,4.6305
2025/3/20,4.6495
2025/3/21,4.712
2025/3/24,4.7175
2025/3/25,4.7555
2025/3/26,4.73
2025/3/27,4.788
2025/3/28,4.7005
2025/3/31,4.676
2025/4/1,4.633
2025/4/2,4.642
2025/4/3,4.5225
2025/4/4,4.445
2025/4/7,4.6205
2025/4/8,4.606
2025/4/9,4.7885
2025/4/10,4.646
2025/4/11,4.7525
2025/4/14,4.6635
2025/4/15,4.649
2025/4/16,4.606
2025/4/17,4.5715
2025/4/22,4.543
2025/4/23,4.5555
2025/4/24,4.499
2025/4/25,4.481
2025/4/28,4.505
2025/4/29,4.481
2025/4/30,4.438
2025/5/1,4.484
2025/5/2,4.5
2025/5/6,4.512
2025/5/7,4.4595
2025/5/8,4.5485
2025/5/9,4.565
2025/5/12,4.6425
2025/5/13,4.671
2025/5/14,4.72
2025/5/15,4.651
2025/5/16,4.653
2025/5/19,4.653
2025/5/20,4.698
2025/5/21,4.751
2025/5/22,4.746
2025/5/23,4.677
2025/5/27,4.67
2025/5/28,4.718
2025/5/29,4.652
2025/5/30,4.64
