timestamp,close
2025/01/01,9.138
2025/01/02,9.0371
2025/01/03,9.0933
2025/01/06,9.1685
2025/01/07,9.1412
2025/01/08,9.0637
2025/01/09,9.0237
2025/01/10,8.9521
2025/01/13,8.9465
2025/01/14,8.9557
2025/01/15,8.976
2025/01/16,8.9747
2025/01/17,8.9126
2025/01/20,8.9997
2025/01/21,8.985
2025/01/22,8.9587
2025/01/23,9.0031
2025/01/24,9.0436
2025/01/27,9.062
2025/01/28,9.0222
2025/01/29,9.029
2025/01/30,9.0055
2025/01/31,8.9866
2025/02/03,9.0283
2025/02/04,9.0493
2025/02/05,9.0957
2025/02/06,9.0646
2025/02/07,9.0457
2025/02/10,9.0361
2025/02/11,9.095
2025/02/12,9.095
2025/02/13,9.1608
2025/02/14,9.1303
2025/02/17,9.1703
2025/02/18,9.1814
2025/02/19,9.1673
2025/02/20,9.193
2025/02/21,9.1595
2025/02/24,9.151
2025/02/25,9.186
2025/02/26,9.2011
2025/02/27,9.1809
2025/02/28,9.162
2025/03/03,9.2518
2025/03/04,9.2967
2025/03/05,9.3506
2025/03/06,9.3377
2025/03/07,9.3485
2025/03/10,9.3498
2025/03/11,9.3617
2025/03/12,9.3826
2025/03/13,9.3812
2025/03/14,9.3622
2025/03/17,9.3977
2025/03/18,9.3977
2025/03/19,9.4026
2025/03/20,9.3989
2025/03/21,9.3635
2025/03/24,9.3742
2025/03/25,9.3945
2025/03/26,9.3676
2025/03/27,9.4079
2025/03/28,9.4003
2025/03/31,9.3752
2025/04/01,9.3949
2025/04/02,9.4533
2025/04/03,9.5399
2025/04/04,9.3877
2025/04/07,9.2962
2025/04/08,9.3689
2025/04/09,9.4194
2025/04/10,9.4866
2025/04/11,9.5392
2025/04/14,9.6454
2025/04/15,9.6792
2025/04/16,9.6747
2025/04/17,9.6841
2025/04/18,9.7068
2025/04/21,9.7554
2025/04/22,9.748
2025/04/23,9.6579
2025/04/24,9.7249
2025/04/25,9.7039
2025/04/28,9.8044
2025/04/29,9.7465
2025/04/30,9.6931
2025/05/01,9.6578
2025/05/02,9.6509
2025/05/05,9.6662
2025/05/06,9.6485
2025/05/07,9.6034
2025/05/08,9.5843
2025/05/09,9.6291
2025/05/12,9.4904
2025/05/13,9.5898
2025/05/14,9.5606
2025/05/15,9.5864
2025/05/16,9.5703
2025/05/19,9.6402
2025/05/20,9.6694
2025/05/21,9.6657
2025/05/22,9.6674
2025/05/23,9.7207
2025/05/26,9.748
2025/05/27,9.7191
2025/05/28,9.69
2025/05/29,9.6938
2025/05/30,9.6913
2025/07/23,9.6982
2025/07/24,9.6884
2025/07/26,9.6234
2025/07/27,9.6253
2025/07/28,9.6245
2025/07/29,9.5825
2025/07/29,9.5825
2025/07/30,9.5945
2025/08/14,9.7352
