timestamp,close
2025/01/01,0.7988
2025/01/02,0.8077
2025/01/03,0.805
2025/01/06,0.7985
2025/01/07,0.8012
2025/01/08,0.8089
2025/01/09,0.8123
2025/01/10,0.8188
2025/01/13,0.8194
2025/01/14,0.8185
2025/01/15,0.8165
2025/01/16,0.8168
2025/01/17,0.8216
2025/01/20,0.8112
2025/01/21,0.8093
2025/01/22,0.8118
2025/01/23,0.8095
2025/01/24,0.801
2025/01/27,0.8001
2025/01/28,0.8037
2025/01/29,0.8028
2025/01/30,0.805
2025/01/31,0.8067
2025/02/03,0.8031
2025/02/04,0.8013
2025/02/05,0.7996
2025/02/06,0.8041
2025/02/07,0.8057
2025/02/10,0.8082
2025/02/11,0.8033
2025/02/12,0.8035
2025/02/13,0.7955
2025/02/14,0.7944
2025/02/17,0.792
2025/02/18,0.7928
2025/02/19,0.7945
2025/02/20,0.7891
2025/02/21,0.7916
2025/02/24,0.792
2025/02/25,0.7893
2025/02/26,0.789
2025/02/27,0.7935
2025/02/28,0.7949
2025/03/03,0.7873
2025/03/04,0.7816
2025/03/05,0.7754
2025/03/06,0.7762
2025/03/07,0.7738
2025/03/10,0.7763
2025/03/11,0.7719
2025/03/12,0.7712
2025/03/13,0.772
2025/03/14,0.7731
2025/03/17,0.7697
2025/03/18,0.7691
2025/03/19,0.7688
2025/03/20,0.771
2025/03/21,0.7741
2025/03/24,0.7736
2025/03/25,0.7725
2025/03/26,0.7757
2025/03/27,0.772
2025/03/28,0.7724
2025/03/31,0.7741
2025/04/01,0.7738
2025/04/02,0.7688
2025/04/03,0.7631
2025/04/04,0.7756
2025/04/07,0.7861
2025/04/08,0.7833
2025/04/09,0.7802
2025/04/10,0.7709
2025/04/11,0.7644
2025/04/14,0.7581
2025/04/15,0.7558
2025/04/16,0.7551
2025/04/17,0.7538
2025/04/18,0.7519
2025/04/21,0.7475
2025/04/22,0.7501
2025/04/23,0.7545
2025/04/24,0.7495
2025/04/25,0.751
2025/04/28,0.744
2025/04/29,0.7459
2025/04/30,0.7502
2025/05/01,0.7529
2025/05/02,0.7534
2025/05/05,0.7522
2025/05/06,0.748
2025/05/07,0.7524
2025/05/08,0.7549
2025/05/09,0.7516
2025/05/12,0.759
2025/05/13,0.7515
2025/05/14,0.754
2025/05/15,0.7518
2025/05/16,0.7533
2025/05/19,0.7484
2025/05/20,0.7466
2025/05/21,0.7452
2025/05/22,0.7452
2025/05/23,0.7387
2025/05/26,0.7373
2025/05/27,0.7404
2025/05/28,0.7425
2025/05/29,0.7413
2025/05/30,0.7429
2025/07/23,0.73849
2025/07/24,0.73748
2025/07/26,0.74413
2025/07/27,0.74413
2025/07/28,0.74511
2025/07/29,0.74867
2025/07/29,0.74867
2025/07/30,0.74839
2025/08/14,0.73653
